id,user_id,journey_id,created_at,updated_at,enrolling_times,enrollments_at,last_enrolled_at,study_duration,avg_submission_rating
"891,368","2,135,328",120,"Apr 17, 2022, 13:20","Apr 17, 2022, 13:20",1,2022-04-16 18:54:51,"Apr 16, 2022, 18:54",0,
"891,608","2,135,328",60,"Apr 17, 2022, 19:01","Apr 17, 2022, 19:01",1,2022-04-17 13:30:51,"Apr 17, 2022, 13:30",0,
"891,883","2,135,328",169,"Apr 18, 2022, 04:41","Apr 18, 2022, 04:41",1,2022-04-17 13:35:43,"Apr 17, 2022, 13:35",0,
"905,938","2,135,328",337,"May 5, 2022, 10:56","May 5, 2022, 10:56",1,2022-04-18 04:45:02,"Apr 18, 2022, 04:45",17,
"1,043,150","2,135,328",80,"Jul 14, 2022, 11:56","Jan 11, 2023, 16:50",1,2022-06-03 22:21:21,"Jun 3, 2022, 22:21",40,5
"1,064,005","2,135,328",51,"Jul 24, 2022, 07:36","Jan 11, 2023, 20:02",1,2022-06-03 22:21:21,"Jun 3, 2022, 22:21",50,4
"1,092,080","2,135,328",317,"Aug 6, 2022, 00:17","Feb 15, 2023, 19:30",1,2022-08-02 01:19:53,"Aug 2, 2022, 01:19",3,
"1,092,095","2,135,328",302,"Aug 6, 2022, 00:21","Feb 15, 2023, 18:59",1,2022-08-02 01:19:53,"Aug 2, 2022, 01:19",3,
"1,092,710","2,135,328",237,"Aug 6, 2022, 11:56","Feb 15, 2023, 18:44",1,2022-08-02 01:19:53,"Aug 2, 2022, 01:19",4,
"1,110,925","2,135,328",177,"Aug 14, 2022, 05:36","Feb 20, 2023, 19:04",1,2022-04-17 13:34:29,"Apr 17, 2022, 13:34",118,
"1,111,000","2,135,328",86,"Aug 14, 2022, 06:55","Feb 20, 2023, 19:29",1,2022-04-16 18:52:11,"Apr 16, 2022, 18:52",119,
"1,111,015","2,135,328",184,"Aug 14, 2022, 07:10","Sep 6, 2025, 20:44",1,2022-04-16 18:52:21,"Apr 16, 2022, 18:52",119,5
"1,111,065","2,135,328",292,"Aug 14, 2022, 07:59","Aug 14, 2022, 07:59",1,2022-07-25 09:12:16,"Jul 25, 2022, 09:12",19,
"1,122,375","2,135,328",297,"Aug 17, 2022, 18:32","Aug 17, 2022, 18:32",1,2022-08-07 20:44:44,"Aug 7, 2022, 20:44",9,
"1,147,765","2,135,328",185,"Aug 28, 2022, 15:53","Jul 21, 2024, 22:52",1,2022-08-18 11:58:36,"Aug 18, 2022, 11:58",10,5
"1,186,900","2,135,328",319,"Sep 12, 2022, 11:54","Sep 12, 2022, 11:54",1,2022-08-18 11:58:36,"Aug 18, 2022, 11:58",24,5
"1,187,500","2,135,328",327,"Sep 12, 2022, 22:27","Sep 12, 2022, 22:27",2,"2022-08-07 01:42:57,2022-08-18 11:58:36","Aug 18, 2022, 11:58",25,
"1,218,090","2,135,328",123,"Oct 5, 2022, 11:19","Oct 5, 2022, 11:19",1,2022-09-23 17:31:46,"Sep 23, 2022, 17:31",11,5
"1,272,710","2,135,328",256,"Oct 25, 2022, 02:12","Oct 25, 2022, 02:12",1,2022-10-09 07:15:04,"Oct 9, 2022, 07:15",15,
"1,274,705","2,135,328",315,"Oct 25, 2022, 13:14","Oct 25, 2022, 13:14",1,2022-09-23 17:31:46,"Sep 23, 2022, 17:31",31,5
"1,315,725","2,135,328",163,"Nov 14, 2022, 17:14","Nov 14, 2022, 17:14",1,2022-09-23 17:31:46,"Sep 23, 2022, 17:31",51,4
"1,352,185","2,135,328",251,"Dec 8, 2022, 14:30","Dec 8, 2022, 14:30",1,2022-11-12 11:06:32,"Nov 12, 2022, 11:06",26,
"1,353,615","2,135,328",382,"Dec 9, 2022, 14:05","Dec 9, 2022, 14:05",1,2022-10-07 11:42:24,"Oct 7, 2022, 11:42",63,
"1,356,725","2,135,328",387,"Dec 12, 2022, 08:53","Dec 12, 2022, 08:53",1,2022-10-07 11:42:24,"Oct 7, 2022, 11:42",65,5
"1,405,895","2,135,328",443,"Jan 23, 2023, 08:36","Jan 23, 2023, 08:36",1,2022-10-10 14:51:51,"Oct 10, 2022, 14:51",104,4.5
"1,406,975","2,135,328",261,"Jan 24, 2023, 08:31","Jan 24, 2023, 08:31",1,2023-01-22 06:29:32,"Jan 22, 2023, 06:29",2,5
"1,417,335","2,135,328",266,"Feb 1, 2023, 10:30","Feb 1, 2023, 10:30",1,2023-01-31 16:06:27,"Jan 31, 2023, 16:06",0,
"1,419,800","2,135,328",342,"Feb 3, 2023, 15:51","Feb 3, 2023, 15:51",2,"2022-05-20 08:10:22,2022-08-14 06:36:08","Aug 14, 2022, 06:36",173,4
"1,419,880","2,135,328",510,"Feb 3, 2023, 17:07","Feb 3, 2023, 17:07",1,2023-02-01 22:04:45,"Feb 1, 2023, 22:04",1,4
"1,420,060","2,135,328",144,"Feb 3, 2023, 21:26","Feb 3, 2023, 21:26",1,2023-02-01 05:37:16,"Feb 1, 2023, 05:37",2,
"1,505,805","2,135,328",570,"Mar 2, 2023, 08:58","Mar 2, 2023, 08:58",1,2023-02-22 12:57:03,"Feb 22, 2023, 12:57",7,
"1,677,765","2,135,328",600,"May 17, 2023, 22:04","May 17, 2023, 22:04",1,2023-05-15 10:22:05,"May 15, 2023, 10:22",2,
"1,751,725","2,135,328",555,"Jun 27, 2023, 10:03","Jun 27, 2023, 10:03",1,2023-06-06 22:59:00,"Jun 6, 2023, 22:59",20,5
"1,777,950","2,135,328",219,"Jul 16, 2023, 10:12","Jul 16, 2023, 10:12",2,"2023-01-06 10:41:10,2023-05-01 17:13:40","May 1, 2023, 17:13",75,4
"1,779,620","2,135,328",605,"Jul 17, 2023, 13:52","Jul 17, 2023, 13:52",1,2023-07-10 13:54:45,"Jul 10, 2023, 13:54",6,
"2,336,998","2,135,328",615,"Dec 3, 2023, 09:48","Dec 3, 2023, 09:48",1,2023-09-04 09:12:55,"Sep 4, 2023, 09:12",90,
"2,433,343","2,135,328",620,"Jan 5, 2024, 09:34","Jan 5, 2024, 09:34",1,2023-10-30 11:49:38,"Oct 30, 2023, 11:49",66,
"2,477,283","2,135,328",668,"Feb 9, 2024, 13:46","Feb 9, 2024, 13:46",1,2024-01-26 12:14:10,"Jan 26, 2024, 12:14",14,4.5
"2,785,912","2,135,328",653,"Jun 5, 2024, 20:52","Jun 5, 2024, 20:52",1,2024-06-05 19:44:22,"Jun 5, 2024, 19:44",0,
"3,244,453","2,135,328",590,"Nov 29, 2024, 19:49","Nov 29, 2024, 19:49",2,"2024-06-05 20:26:19,2024-11-07 08:55:52","Nov 7, 2024, 08:55",22,4.5
"3,417,663","2,135,328",697,"Feb 2, 2025, 14:20","Feb 2, 2025, 14:20",1,2025-01-23 07:33:29,"Jan 23, 2025, 07:33",10,5
"3,620,513","2,135,328",862,"May 11, 2025, 00:02","May 11, 2025, 00:02",1,2025-05-10 23:06:57,"May 10, 2025, 23:06",0,
"3,621,671","2,135,328",867,"May 12, 2025, 00:00","May 12, 2025, 00:00",1,2025-05-10 23:06:57,"May 10, 2025, 23:06",1,
"3,648,941","2,135,328",753,"May 30, 2025, 08:12","May 30, 2025, 08:12",1,2025-05-28 14:41:40,"May 28, 2025, 14:41",1,
"3,659,693","2,135,328",852,"Jun 6, 2025, 21:07","Jun 6, 2025, 21:07",1,2025-05-21 15:43:16,"May 21, 2025, 15:43",16,
"3,666,671","2,135,328",713,"Jun 13, 2025, 10:26","Jun 13, 2025, 10:26",1,2025-04-16 12:40:20,"Apr 16, 2025, 12:40",57,5
"3,679,571","2,135,328",708,"Jun 25, 2025, 07:35","Jun 25, 2025, 07:35",1,2025-02-24 15:08:20,"Feb 24, 2025, 15:08",120,5
"1,110,650","2,395,575",317,"Aug 14, 2022, 00:14","Feb 21, 2025, 00:00",1,2022-08-01 10:52:04,"Aug 1, 2022, 10:52",12,
"1,110,790","2,395,575",237,"Aug 14, 2022, 01:51","Feb 20, 2025, 15:43",1,2022-08-01 10:52:04,"Aug 1, 2022, 10:52",12,
"1,117,575","2,395,575",302,"Aug 15, 2022, 20:22","Feb 20, 2025, 22:08",1,2022-08-01 10:52:04,"Aug 1, 2022, 10:52",14,
"1,156,125","2,395,575",177,"Aug 31, 2022, 00:56","Feb 21, 2025, 15:46",1,2022-08-16 00:12:30,"Aug 16, 2022, 00:12",15,
"1,179,775","2,395,575",86,"Sep 6, 2022, 00:43","Feb 22, 2025, 10:22",1,2022-08-16 00:12:30,"Aug 16, 2022, 00:12",21,
"1,185,810","2,395,575",184,"Sep 11, 2022, 00:56","Jul 7, 2025, 06:42",1,2022-08-16 00:12:30,"Aug 16, 2022, 00:12",26,5
"1,210,690","2,395,575",185,"Sep 30, 2022, 16:18","May 4, 2025, 11:48",1,2022-08-16 00:12:30,"Aug 16, 2022, 00:12",45,4.2
"1,279,315","2,395,575",123,"Oct 26, 2022, 12:47","Oct 26, 2022, 12:47",1,2022-09-23 16:18:37,"Sep 23, 2022, 16:18",32,5
"1,304,885","2,395,575",319,"Nov 8, 2022, 12:04","Nov 8, 2022, 12:04",1,2022-08-16 00:12:30,"Aug 16, 2022, 00:12",84,4.5
"1,309,210","2,395,575",327,"Nov 10, 2022, 23:02","Nov 10, 2022, 23:02",1,2022-08-16 00:12:30,"Aug 16, 2022, 00:12",86,
"1,317,295","2,395,575",292,"Nov 15, 2022, 12:08","Nov 15, 2022, 12:08",1,2022-10-24 12:33:45,"Oct 24, 2022, 12:33",21,
"1,356,870","2,395,575",315,"Dec 12, 2022, 10:17","Dec 12, 2022, 10:17",1,2022-09-23 16:18:37,"Sep 23, 2022, 16:18",79,4
"1,358,155","2,395,575",313,"Dec 13, 2022, 09:46","Dec 13, 2022, 09:46",2,"2022-11-10 23:11:26,2022-12-11 11:51:06","Dec 11, 2022, 11:51",1,5
"1,360,280","2,395,575",163,"Dec 14, 2022, 14:50","Dec 14, 2022, 14:50",1,2022-09-23 16:18:37,"Sep 23, 2022, 16:18",81,3
"1,543,280","2,395,575",570,"Mar 15, 2023, 10:43","Mar 15, 2023, 10:43",1,2023-03-08 10:31:26,"Mar 8, 2023, 10:31",7,
"1,550,775","2,395,575",80,"Mar 17, 2023, 16:45","Mar 17, 2023, 16:45",1,2023-01-23 12:48:03,"Jan 23, 2023, 12:48",53,5
"1,593,410","2,395,575",169,"Apr 3, 2023, 15:38","Apr 3, 2023, 15:38",1,2023-02-20 11:45:27,"Feb 20, 2023, 11:45",42,
"1,593,815","2,395,575",51,"Apr 3, 2023, 20:31","Apr 3, 2023, 20:31",1,2023-01-23 14:03:40,"Jan 23, 2023, 14:03",70,3
"1,597,405","2,395,575",251,"Apr 5, 2023, 17:15","Apr 5, 2023, 17:15",1,2022-10-11 13:49:21,"Oct 11, 2022, 13:49",176,
"1,602,265","2,395,575",256,"Apr 8, 2023, 00:42","Apr 8, 2023, 00:42",1,2022-10-11 13:49:21,"Oct 11, 2022, 13:49",178,
"1,674,980","2,395,575",335,"May 16, 2023, 19:49","May 16, 2023, 19:49",1,2023-01-28 12:51:31,"Jan 28, 2023, 12:51",108,4
"1,745,720","2,395,575",14,"Jun 22, 2023, 16:31","Jun 22, 2023, 16:31",1,2023-02-20 11:45:27,"Feb 20, 2023, 11:45",122,4
"1,747,550","2,395,575",352,"Jun 23, 2023, 21:22","Jun 23, 2023, 21:22",1,2023-02-20 11:45:27,"Feb 20, 2023, 11:45",123,4
"1,747,785","2,395,575",445,"Jun 24, 2023, 05:52","Jun 24, 2023, 05:52",1,2023-02-20 11:45:27,"Feb 20, 2023, 11:45",123,5
"1,775,080","2,395,575",60,"Jul 14, 2023, 02:21","Jul 14, 2023, 02:21",1,2023-07-09 20:44:19,"Jul 9, 2023, 20:44",4,
"1,931,728","2,395,575",600,"Aug 27, 2023, 21:34","Sep 21, 2024, 15:03",1,2023-08-01 15:15:23,"Aug 1, 2023, 15:15",26,
"2,873,298","2,395,575",337,"Aug 6, 2024, 12:24","Aug 6, 2024, 12:24",1,2024-08-06 11:34:02,"Aug 6, 2024, 11:34",0,
"2,986,523","2,395,575",615,"Sep 20, 2024, 00:53","Sep 20, 2024, 00:53",1,2024-09-20 00:09:05,"Sep 20, 2024, 00:09",0,
"2,991,038","2,395,575",653,"Sep 20, 2024, 22:11","Feb 21, 2025, 14:53",1,2024-09-20 00:09:05,"Sep 20, 2024, 00:09",0,
"3,555,462","2,395,575",555,"Mar 30, 2025, 21:24","Mar 30, 2025, 21:24",1,2024-09-20 00:09:05,"Sep 20, 2024, 00:09",191,5
"3,610,217","2,395,575",852,"May 3, 2025, 09:31","May 3, 2025, 09:31",1,2025-04-29 13:27:06,"Apr 29, 2025, 13:27",3,
"3,627,503","2,395,575",862,"May 16, 2025, 15:24","May 16, 2025, 15:24",1,2025-05-13 16:13:55,"May 13, 2025, 16:13",2,
"3,628,037","2,395,575",867,"May 16, 2025, 20:42","May 16, 2025, 20:42",1,2025-05-13 16:13:53,"May 13, 2025, 16:13",3,
"3,629,348","2,395,575",605,"May 17, 2025, 15:35","May 17, 2025, 15:35",1,2025-05-17 10:25:18,"May 17, 2025, 10:25",0,
"3,629,402","2,395,575",120,"May 17, 2025, 16:09","May 17, 2025, 16:09",1,2025-05-17 15:50:37,"May 17, 2025, 15:50",0,
"3,646,526","2,395,575",753,"May 28, 2025, 16:56","May 28, 2025, 16:56",1,2025-05-28 15:26:50,"May 28, 2025, 15:26",0,
"2,532,153","3,557,828",302,"Feb 19, 2024, 21:21","Aug 25, 2025, 18:02",1,2024-02-19 20:29:48,"Feb 19, 2024, 20:29",0,
"2,538,108","3,557,828",237,"Feb 20, 2024, 20:48","Aug 20, 2025, 17:43",1,2024-02-19 20:29:48,"Feb 19, 2024, 20:29",1,
"2,549,738","3,557,828",317,"Feb 23, 2024, 10:07","Aug 26, 2025, 13:50",1,2024-02-19 20:29:48,"Feb 19, 2024, 20:29",3,
"2,562,833","3,557,828",256,"Feb 27, 2024, 21:23","Sep 8, 2025, 12:33",1,2024-01-31 16:00:00,"Jan 31, 2024, 16:00",27,5
"2,576,243","3,557,828",123,"Mar 2, 2024, 21:32","Sep 1, 2025, 18:02",1,2023-10-31 13:11:26,"Oct 31, 2023, 13:11",123,5
"2,603,888","3,557,828",315,"Mar 9, 2024, 12:36","Sep 8, 2025, 11:54",1,2023-10-31 13:11:26,"Oct 31, 2023, 13:11",129,4
"2,616,198","3,557,828",292,"Mar 14, 2024, 17:47","Mar 14, 2024, 17:47",1,2024-02-19 20:29:48,"Feb 19, 2024, 20:29",23,
"2,667,342","3,557,828",163,"Apr 8, 2024, 20:25","Apr 8, 2024, 20:25",1,2024-02-19 20:29:48,"Feb 19, 2024, 20:29",48,4.5
"2,672,162","3,557,828",261,"Apr 13, 2024, 13:54","Jun 18, 2025, 17:49",1,2024-02-19 20:29:48,"Feb 19, 2024, 20:29",53,4
"2,716,472","3,557,828",169,"May 6, 2024, 21:32","May 6, 2024, 21:32",1,2024-04-17 13:55:38,"Apr 17, 2024, 13:55",19,
"2,733,667","3,557,828",60,"May 14, 2024, 17:32","May 14, 2024, 17:32",1,2024-04-17 13:58:07,"Apr 17, 2024, 13:58",27,
"2,807,367","3,557,828",219,"Jun 17, 2024, 12:03","Jun 17, 2024, 12:03",1,2024-02-19 20:29:48,"Feb 19, 2024, 20:29",118,4
"2,863,683","3,557,828",653,"Jul 25, 2024, 12:22","Sep 8, 2025, 12:53",1,2024-05-31 17:15:03,"May 31, 2024, 17:15",54,
"2,863,758","3,557,828",177,"Jul 25, 2024, 13:57","Feb 17, 2025, 14:27",1,2024-05-31 17:15:03,"May 31, 2024, 17:15",54,
"2,866,903","3,557,828",600,"Jul 29, 2024, 10:39","Jul 29, 2024, 10:39",1,2024-05-31 17:15:03,"May 31, 2024, 17:15",58,
"2,894,403","3,557,828",251,"Aug 23, 2024, 17:37","Jun 3, 2025, 15:47",1,2024-03-08 16:08:59,"Mar 8, 2024, 16:08",168,
"3,004,748","3,557,828",80,"Sep 23, 2024, 15:28","Sep 23, 2024, 15:28",1,2024-09-09 15:11:30,"Sep 9, 2024, 15:11",14,4
"3,059,623","3,557,828",51,"Oct 5, 2024, 17:34","Oct 5, 2024, 17:34",1,2024-09-09 15:11:30,"Sep 9, 2024, 15:11",26,4
"3,145,318","3,557,828",14,"Nov 1, 2024, 05:34","Nov 1, 2024, 05:34",1,2024-09-09 15:11:30,"Sep 9, 2024, 15:11",52,4
"3,191,283","3,557,828",663,"Nov 13, 2024, 13:37","Nov 13, 2024, 13:37",1,2024-09-09 15:11:30,"Sep 9, 2024, 15:11",64,5
"3,253,158","3,557,828",352,"Dec 3, 2024, 09:37","Dec 3, 2024, 09:37",1,2024-09-09 15:11:30,"Sep 9, 2024, 15:11",84,4.5
"3,428,838","3,557,828",445,"Feb 11, 2025, 15:43","Feb 11, 2025, 15:43",1,2025-01-20 20:01:57,"Jan 20, 2025, 20:01",21,4
"3,466,733","3,557,828",86,"Feb 17, 2025, 21:18","Feb 17, 2025, 21:18",1,2024-05-31 17:15:03,"May 31, 2024, 17:15",262,
"3,505,037","3,557,828",555,"Feb 27, 2025, 10:36","Feb 27, 2025, 10:36",1,2024-05-31 17:15:03,"May 31, 2024, 17:15",271,4
"3,531,402","3,557,828",184,"Mar 11, 2025, 19:45","Mar 11, 2025, 19:45",1,2025-02-07 20:01:27,"Feb 7, 2025, 20:01",31,4
"3,567,502","3,557,828",185,"Apr 12, 2025, 07:04","Apr 12, 2025, 07:04",1,2025-02-10 16:46:33,"Feb 10, 2025, 16:46",60,4
"3,603,462","3,557,828",852,"Apr 29, 2025, 16:48","Apr 29, 2025, 16:48",1,2025-04-29 13:26:53,"Apr 29, 2025, 13:26",0,
"3,623,783","3,557,828",382,"May 13, 2025, 17:19","May 13, 2025, 17:19",1,2025-04-28 16:40:02,"Apr 28, 2025, 16:40",15,
"3,625,304","3,557,828",862,"May 14, 2025, 22:04","May 14, 2025, 22:04",1,2025-05-08 08:05:25,"May 8, 2025, 08:05",6,
"3,625,841","3,557,828",867,"May 15, 2025, 11:34","May 15, 2025, 11:34",1,2025-05-08 10:35:49,"May 8, 2025, 10:35",7,
"3,631,148","3,557,828",319,"May 18, 2025, 19:21","May 18, 2025, 19:21",1,2025-02-10 16:46:33,"Feb 10, 2025, 16:46",97,4
"3,650,390","3,557,828",590,"May 31, 2025, 00:04","May 31, 2025, 00:04",1,2025-02-10 16:46:33,"Feb 10, 2025, 16:46",109,4.5
"3,667,628","3,557,828",753,"Jun 14, 2025, 11:37","Jun 14, 2025, 11:37",1,2025-05-28 15:59:47,"May 28, 2025, 15:59",16,
"3,668,780","3,557,828",713,"Jun 15, 2025, 13:47","Jun 15, 2025, 13:47",1,2025-04-16 17:39:20,"Apr 16, 2025, 17:39",59,5
"3,740,030","3,557,828",708,"Sep 5, 2025, 17:05","Sep 5, 2025, 17:05",1,2025-07-15 09:37:45,"Jul 15, 2025, 09:37",52,5
"3,798,941","3,557,828",403,"Oct 8, 2025, 17:16","Oct 8, 2025, 17:16",1,2025-08-08 14:57:33,"Aug 8, 2025, 14:57",61,5
