id,user_id,journey_id,created_at,updated_at,enrolling_times,enrollments_at,last_enrolled_at,study_duration,avg_submission_rating
"369,477","1,202,367",177,"Feb 6, 2021, 08:50","Feb 6, 2021, 08:50",3,"2020-11-13 12:48:08,2020-12-22 15:39:33,2021-01-22 12:45:34","Jan 22, 2021, 12:45",14,
"412,380","1,202,367",251,"Mar 27, 2021, 15:52","Apr 18, 2025, 18:41",1,2021-03-16 12:14:14,"Mar 16, 2021, 12:14",11,
"442,870","1,202,367",86,"Apr 17, 2021, 08:15","Apr 17, 2021, 08:15",1,2021-04-06 15:26:44,"Apr 6, 2021, 15:26",10,
"453,123","1,202,367",307,"Apr 22, 2021, 13:02","Apr 22, 2021, 13:02",1,2021-04-19 12:20:26,"Apr 19, 2021, 12:20",3,
"470,847","1,202,367",292,"May 6, 2021, 21:11","May 6, 2021, 21:11",1,2021-05-06 14:07:28,"May 6, 2021, 14:07",0,
"471,702","1,202,367",302,"May 7, 2021, 15:59","May 7, 2021, 15:59",1,2021-05-07 12:21:32,"May 7, 2021, 12:21",0,
"510,411","1,202,367",60,"Jun 1, 2021, 18:31","Jun 1, 2021, 18:31",2,"2020-11-13 12:46:17,2021-06-01 18:30:58","Jun 1, 2021, 18:30",0,
"513,641","1,202,367",120,"Jun 3, 2021, 13:17","Jun 3, 2021, 13:17",2,"2020-11-13 12:41:19,2021-06-01 20:07:10","Jun 1, 2021, 20:07",1,
"543,467","1,202,367",266,"Jun 20, 2021, 06:46","Jun 20, 2021, 06:46",1,2021-06-10 19:00:57,"Jun 10, 2021, 19:00",9,
"545,652","1,202,367",191,"Jun 21, 2021, 11:13","Jun 21, 2021, 11:13",1,2021-05-08 09:30:04,"May 8, 2021, 09:30",44,
"612,460","1,202,367",317,"Jul 21, 2021, 08:31","Jul 21, 2021, 08:31",1,2021-07-19 09:23:17,"Jul 19, 2021, 09:23",1,
"765,357","1,202,367",237,"Dec 21, 2021, 09:23","Dec 21, 2021, 09:23",1,2021-11-27 17:09:26,"Nov 27, 2021, 17:09",23,
"914,468","1,202,367",337,"May 16, 2022, 08:25","May 16, 2022, 08:25",1,2022-05-15 19:07:35,"May 15, 2022, 19:07",0,
"948,978","1,202,367",123,"Jun 6, 2022, 09:27","Jun 6, 2022, 09:27",1,2022-01-14 15:34:11,"Jan 14, 2022, 15:34",142,4
"953,268","1,202,367",315,"Jun 7, 2022, 14:08","Jun 7, 2022, 14:08",1,2022-05-27 15:33:55,"May 27, 2022, 15:33",10,4
"1,186,275","1,202,367",256,"Sep 11, 2022, 18:26","Sep 11, 2022, 18:26",1,2022-09-09 14:41:47,"Sep 9, 2022, 14:41",2,
"1,225,715","1,202,367",382,"Oct 9, 2022, 10:52","Oct 9, 2022, 10:52",1,2022-10-07 09:47:26,"Oct 7, 2022, 09:47",2,
"1,226,845","1,202,367",387,"Oct 9, 2022, 20:00","Oct 9, 2022, 20:00",1,2022-10-07 09:47:26,"Oct 7, 2022, 09:47",2,5
"1,234,530","1,202,367",261,"Oct 12, 2022, 10:49","Oct 12, 2022, 10:49",1,2022-01-01 06:24:59,"Jan 1, 2022, 06:24",284,5
"1,376,780","1,202,367",297,"Dec 29, 2022, 13:25","Dec 29, 2022, 13:25",1,2022-12-27 10:52:00,"Dec 27, 2022, 10:52",2,
"1,377,785","1,202,367",145,"Dec 30, 2022, 09:10","Dec 30, 2022, 09:10",1,2022-03-17 12:24:17,"Mar 17, 2022, 12:24",287,
"1,399,940","1,202,367",80,"Jan 16, 2023, 16:12","Jan 16, 2023, 16:12",2,"2021-11-15 13:49:39,2022-12-27 11:07:05","Dec 27, 2022, 11:07",20,3
"1,469,095","1,202,367",570,"Feb 22, 2023, 08:37","Feb 22, 2023, 08:37",1,2023-02-22 01:58:39,"Feb 22, 2023, 01:58",0,
"1,591,270","1,202,367",184,"Apr 2, 2023, 10:53","Apr 2, 2023, 10:53",4,"2021-04-06 15:27:33,2022-04-29 11:00:10,2022-12-27 11:06:10,2023-03-29 13:07:51","Mar 29, 2023, 13:07",3,5
"1,670,875","1,202,367",600,"May 15, 2023, 13:03","May 15, 2023, 13:03",1,2023-05-15 09:25:04,"May 15, 2023, 09:25",0,
"1,774,125","1,202,367",605,"Jul 13, 2023, 13:39","Jul 13, 2023, 13:39",1,2023-07-10 09:30:38,"Jul 10, 2023, 09:30",3,
"1,976,858","1,202,367",615,"Sep 11, 2023, 15:58","Sep 11, 2023, 15:58",1,2023-09-11 10:54:11,"Sep 11, 2023, 10:54",0,
"1,977,873","1,202,367",555,"Sep 11, 2023, 19:42","Sep 11, 2023, 19:42",1,2023-09-11 10:54:11,"Sep 11, 2023, 10:54",0,3
"1,989,638","1,202,367",335,"Sep 13, 2023, 21:11","Sep 13, 2023, 21:11",2,"2022-02-07 13:42:01,2022-12-30 17:33:59","Dec 30, 2022, 17:33",257,3
"2,194,093","1,202,367",342,"Oct 28, 2023, 12:15","Oct 28, 2023, 12:15",2,"2021-11-29 12:33:15,2022-12-30 10:52:02","Dec 30, 2022, 10:52",302,4
"2,194,773","1,202,367",510,"Oct 28, 2023, 15:41","Oct 28, 2023, 15:41",1,2022-12-30 17:34:40,"Dec 30, 2022, 17:34",301,5
"2,252,913","1,202,367",620,"Nov 13, 2023, 13:47","Nov 13, 2023, 13:47",1,2023-10-30 10:17:39,"Oct 30, 2023, 10:17",14,
"2,411,378","1,202,367",580,"Dec 27, 2023, 09:29","Dec 27, 2023, 09:29",1,2023-12-11 10:22:25,"Dec 11, 2023, 10:22",15,
"2,891,913","1,202,367",163,"Aug 21, 2024, 20:34","Aug 21, 2024, 20:34",2,"2022-12-27 11:12:28,2024-07-01 18:03:30","Jul 1, 2024, 18:03",51,4.67
"2,941,633","1,202,367",653,"Sep 13, 2024, 20:21","Sep 13, 2024, 20:21",1,2024-09-13 14:15:00,"Sep 13, 2024, 14:15",0,
"2,968,993","1,202,367",403,"Sep 17, 2024, 09:25","Sep 17, 2024, 09:25",2,"2022-12-27 10:50:05,2024-09-13 14:15:00","Sep 13, 2024, 14:15",3,4
"3,382,053","1,202,367",219,"Jan 16, 2025, 16:05","Jan 16, 2025, 16:05",2,"2022-12-27 11:13:31,2024-09-27 20:48:30","Sep 27, 2024, 20:48",110,3.6
"3,421,373","1,202,367",565,"Feb 7, 2025, 00:52","Feb 7, 2025, 00:52",1,2025-01-17 14:22:20,"Jan 17, 2025, 14:22",20,3.5
"3,609,322","1,202,367",852,"May 2, 2025, 16:18","May 2, 2025, 16:18",1,2025-04-29 13:16:08,"Apr 29, 2025, 13:16",3,
"3,618,092","1,202,367",862,"May 8, 2025, 18:14","May 8, 2025, 18:14",1,2025-05-08 11:08:05,"May 8, 2025, 11:08",0,
"3,619,046","1,202,367",867,"May 9, 2025, 16:58","May 9, 2025, 16:58",1,2025-05-08 11:08:05,"May 8, 2025, 11:08",1,
"3,648,869","1,202,367",753,"May 30, 2025, 05:18","May 30, 2025, 05:18",1,2025-05-28 20:23:05,"May 28, 2025, 20:23",1,
"3,817,346","1,202,367",902,"Oct 16, 2025, 19:31","Oct 16, 2025, 19:31",1,2025-10-16 10:56:24,"Oct 16, 2025, 10:56",0,
"3,821,606","1,202,367",899,"Oct 18, 2025, 12:06","Oct 18, 2025, 12:06",1,2025-10-16 10:56:24,"Oct 16, 2025, 10:56",2,
"3,853,451","1,202,367",708,"Oct 30, 2025, 01:27","Oct 30, 2025, 01:27",1,2025-10-16 11:38:28,"Oct 16, 2025, 11:38",13,4
"3,853,571","1,202,367",905,"Oct 30, 2025, 05:59","Oct 30, 2025, 05:59",1,2025-10-23 07:32:54,"Oct 23, 2025, 07:32",6,
"3,859,940","1,202,367",881,"Nov 1, 2025, 05:59","Nov 1, 2025, 05:59",1,2025-10-17 15:07:42,"Oct 17, 2025, 15:07",14,5
"1,061,905","1,319,457",60,"Jul 22, 2022, 14:12","Jul 22, 2022, 14:12",2,"2022-02-07 06:44:14,2022-07-18 20:17:51","Jul 18, 2022, 20:17",3,
"1,066,250","1,319,457",302,"Jul 25, 2022, 15:07","Feb 19, 2023, 18:17",1,2022-07-25 10:11:01,"Jul 25, 2022, 10:11",0,
"1,066,795","1,319,457",297,"Jul 25, 2022, 22:40","Jul 25, 2022, 22:40",1,2022-07-25 10:11:01,"Jul 25, 2022, 10:11",0,
"1,066,940","1,319,457",292,"Jul 26, 2022, 00:27","Oct 25, 2022, 01:33",1,2022-07-25 10:11:01,"Jul 25, 2022, 10:11",0,
"1,092,090","1,319,457",317,"Aug 6, 2022, 00:18","Feb 19, 2023, 19:29",1,2022-08-02 07:31:22,"Aug 2, 2022, 07:31",3,
"1,093,570","1,319,457",237,"Aug 6, 2022, 20:09","Feb 20, 2023, 06:09",1,2022-08-02 07:31:22,"Aug 2, 2022, 07:31",4,
"1,119,410","1,319,457",177,"Aug 16, 2022, 10:24","Dec 2, 2023, 16:11",1,2022-08-15 14:53:34,"Aug 15, 2022, 14:53",0,
"1,119,615","1,319,457",86,"Aug 16, 2022, 11:32","Dec 3, 2023, 01:09",1,2022-08-15 14:53:34,"Aug 15, 2022, 14:53",0,
"1,125,995","1,319,457",169,"Aug 19, 2022, 10:04","Aug 19, 2022, 10:04",1,2022-07-25 10:11:01,"Jul 25, 2022, 10:11",24,
"1,126,105","1,319,457",120,"Aug 19, 2022, 10:42","Aug 19, 2022, 10:42",1,2022-07-25 10:11:01,"Jul 25, 2022, 10:11",25,
"1,134,570","1,319,457",184,"Aug 23, 2022, 08:11","Dec 3, 2023, 03:28",1,2022-08-15 14:53:34,"Aug 15, 2022, 14:53",7,5
"1,183,030","1,319,457",185,"Sep 8, 2022, 06:25","Sep 8, 2022, 06:25",1,2022-08-15 14:53:34,"Aug 15, 2022, 14:53",23,5
"1,201,090","1,319,457",319,"Sep 24, 2022, 08:09","Sep 24, 2022, 08:09",1,2022-08-15 14:53:34,"Aug 15, 2022, 14:53",39,5
"1,201,805","1,319,457",327,"Sep 24, 2022, 19:05","Sep 24, 2022, 19:05",1,2022-08-15 14:53:34,"Aug 15, 2022, 14:53",40,
"1,218,085","1,319,457",123,"Oct 5, 2022, 11:17","Oct 5, 2022, 11:17",1,2022-09-24 07:59:39,"Sep 24, 2022, 07:59",11,5
"1,259,705","1,319,457",315,"Oct 20, 2022, 15:12","Oct 20, 2022, 15:12",1,2022-01-18 17:40:39,"Jan 18, 2022, 17:40",274,5
"1,261,005","1,319,457",256,"Oct 21, 2022, 03:43","May 1, 2023, 07:22",1,2022-09-24 22:34:24,"Sep 24, 2022, 22:34",26,
"1,315,176","1,319,457",163,"Nov 14, 2022, 11:50","Nov 14, 2022, 11:50",1,2022-09-24 07:59:39,"Sep 24, 2022, 07:59",51,4
"1,365,010","1,319,457",382,"Dec 19, 2022, 09:41","Dec 19, 2022, 09:41",1,2022-10-08 09:23:14,"Oct 8, 2022, 09:23",72,
"1,367,010","1,319,457",251,"Dec 20, 2022, 20:50","May 2, 2023, 06:23",1,2021-10-08 00:34:24,"Oct 8, 2021, 00:34",438,
"1,372,910","1,319,457",261,"Dec 26, 2022, 17:45","May 1, 2023, 07:06",1,2022-10-08 09:23:14,"Oct 8, 2022, 09:23",79,5
"1,373,740","1,319,457",387,"Dec 27, 2022, 12:03","Dec 27, 2022, 12:03",1,2022-10-08 09:23:15,"Oct 8, 2022, 09:23",80,5
"1,429,095","1,319,457",403,"Feb 13, 2023, 05:09","Feb 13, 2023, 05:09",1,2023-01-23 23:23:33,"Jan 23, 2023, 23:23",20,5
"1,516,965","1,319,457",570,"Mar 6, 2023, 01:10","Dec 5, 2023, 23:02",1,2023-03-05 23:58:30,"Mar 5, 2023, 23:58",0,
"1,627,480","1,319,457",443,"Apr 27, 2023, 07:16","Apr 27, 2023, 07:16",1,2023-01-14 20:22:28,"Jan 14, 2023, 20:22",102,5
"1,628,535","1,319,457",337,"Apr 27, 2023, 19:29","Apr 27, 2023, 19:29",1,2023-04-27 09:50:44,"Apr 27, 2023, 09:50",0,
"1,631,210","1,319,457",510,"Apr 29, 2023, 07:44","Apr 29, 2023, 07:44",1,2023-04-27 09:47:02,"Apr 27, 2023, 09:47",1,5
"1,632,710","1,319,457",342,"Apr 30, 2023, 07:10","Apr 30, 2023, 07:10",1,2023-04-27 09:49:40,"Apr 27, 2023, 09:49",2,5
"1,632,990","1,319,457",80,"Apr 30, 2023, 13:16","Sep 17, 2024, 05:33",1,2023-04-27 09:50:20,"Apr 27, 2023, 09:50",3,4
"1,667,640","1,319,457",266,"May 14, 2023, 05:30","May 14, 2023, 05:30",1,2023-04-27 09:47:29,"Apr 27, 2023, 09:47",16,
"1,667,755","1,319,457",191,"May 14, 2023, 07:57","May 14, 2023, 07:57",1,2023-02-22 06:03:31,"Feb 22, 2023, 06:03",81,
"1,694,680","1,319,457",600,"May 24, 2023, 09:28","Dec 6, 2023, 03:01",1,2023-05-24 07:45:50,"May 24, 2023, 07:45",0,
"1,696,620","1,319,457",219,"May 24, 2023, 19:26","May 24, 2023, 19:26",1,2023-05-02 20:17:48,"May 2, 2023, 20:17",21,4
"1,783,575","1,319,457",605,"Jul 19, 2023, 07:29","Jul 19, 2023, 07:29",1,2023-07-11 19:05:56,"Jul 11, 2023, 19:05",7,
"2,344,458","1,319,457",615,"Dec 6, 2023, 02:38","Dec 6, 2023, 02:38",1,2023-12-03 13:15:02,"Dec 3, 2023, 13:15",2,
"2,349,733","1,319,457",620,"Dec 8, 2023, 04:42","Dec 8, 2023, 04:42",1,2023-12-03 13:15:02,"Dec 3, 2023, 13:15",4,
"2,666,732","1,319,457",580,"Apr 8, 2024, 12:06","Apr 8, 2024, 12:06",1,2024-04-08 07:24:33,"Apr 8, 2024, 07:24",0,
"2,666,802","1,319,457",653,"Apr 8, 2024, 13:02","Sep 27, 2025, 05:40",1,2024-04-08 12:13:40,"Apr 8, 2024, 12:13",0,
"3,163,198","1,319,457",51,"Nov 6, 2024, 04:47","Nov 6, 2024, 04:47",3,"2023-01-27 04:52:56,2023-03-25 08:04:06,2024-04-06 12:27:43","Apr 6, 2024, 12:27",213,4
"3,710,051","1,319,457",852,"Aug 13, 2025, 19:10","Aug 13, 2025, 19:10",1,2025-04-29 13:23:51,"Apr 29, 2025, 13:23",106,
"710,307","1,776,122",251,"Oct 2, 2021, 22:22","Oct 2, 2021, 22:22",1,2021-09-07 19:56:20,"Sep 7, 2021, 19:56",25,
"1,197,815","1,776,122",256,"Sep 21, 2022, 18:24","Aug 16, 2023, 10:05",1,2022-09-16 13:27:45,"Sep 16, 2022, 13:27",5,
"1,200,395","1,776,122",123,"Sep 23, 2022, 17:47","Aug 15, 2023, 19:43",1,2022-05-27 16:38:40,"May 27, 2022, 16:38",119,3
"1,409,885","1,776,122",382,"Jan 26, 2023, 11:57","Jan 26, 2023, 11:57",1,2023-01-26 11:19:14,"Jan 26, 2023, 11:19",0,
"1,411,535","1,776,122",387,"Jan 27, 2023, 14:52","Jan 27, 2023, 14:52",1,2023-01-26 11:19:14,"Jan 26, 2023, 11:19",1,3
"1,832,153","1,776,122",237,"Aug 8, 2023, 21:54","Feb 12, 2025, 08:14",1,2023-08-08 19:08:06,"Aug 8, 2023, 19:08",0,
"1,832,863","1,776,122",302,"Aug 9, 2023, 07:04","Feb 12, 2025, 09:40",1,2023-08-08 19:08:06,"Aug 8, 2023, 19:08",0,
"1,835,078","1,776,122",317,"Aug 9, 2023, 20:15","Feb 12, 2025, 20:31",1,2023-08-08 19:08:06,"Aug 8, 2023, 19:08",1,
"1,920,873","1,776,122",342,"Aug 24, 2023, 14:07","Aug 24, 2023, 14:07",1,2023-08-08 19:08:06,"Aug 8, 2023, 19:08",15,3
"1,976,008","1,776,122",615,"Sep 11, 2023, 13:15","Sep 11, 2023, 13:15",1,2023-09-11 12:38:42,"Sep 11, 2023, 12:38",0,
"1,981,693","1,776,122",600,"Sep 12, 2023, 14:12","Sep 12, 2023, 14:12",1,2023-09-11 12:38:42,"Sep 11, 2023, 12:38",1,
"2,003,148","1,776,122",86,"Sep 16, 2023, 10:12","Feb 14, 2025, 09:56",1,2023-09-11 12:38:42,"Sep 11, 2023, 12:38",4,
"2,004,358","1,776,122",184,"Sep 16, 2023, 14:16","Mar 11, 2025, 02:14",1,2023-09-11 12:38:42,"Sep 11, 2023, 12:38",5,4
"2,233,088","1,776,122",133,"Nov 7, 2023, 21:25","Nov 7, 2023, 21:25",1,2023-08-08 19:08:06,"Aug 8, 2023, 19:08",91,4.5
"2,317,708","1,776,122",177,"Nov 29, 2023, 15:23","Feb 12, 2025, 16:15",1,2023-11-26 18:26:05,"Nov 26, 2023, 18:26",2,
"2,459,378","1,776,122",315,"Jan 29, 2024, 12:03","Jan 29, 2024, 12:03",1,2022-05-27 16:38:40,"May 27, 2022, 16:38",611,4
"2,609,853","1,776,122",261,"Mar 11, 2024, 22:00","Mar 11, 2024, 22:00",1,2022-10-10 08:22:35,"Oct 10, 2022, 08:22",518,3
"2,891,103","1,776,122",337,"Aug 21, 2024, 09:21","Aug 21, 2024, 09:21",1,2024-08-07 08:29:43,"Aug 7, 2024, 08:29",14,
"3,427,098","1,776,122",653,"Feb 10, 2025, 23:19","Feb 10, 2025, 23:19",1,2024-09-13 18:33:55,"Sep 13, 2024, 18:33",150,
"3,438,798","1,776,122",555,"Feb 13, 2025, 21:27","Feb 13, 2025, 21:27",1,2023-09-11 12:38:42,"Sep 11, 2023, 12:38",521,3
"3,540,207","1,776,122",185,"Mar 18, 2025, 09:17","Mar 18, 2025, 09:17",1,2025-02-10 16:47:02,"Feb 10, 2025, 16:47",35,3.5
"3,602,792","1,776,122",319,"Apr 29, 2025, 01:53","Apr 29, 2025, 01:53",1,2025-02-10 16:47:02,"Feb 10, 2025, 16:47",77,3
"3,630,752","1,776,122",862,"May 18, 2025, 14:24","May 18, 2025, 14:24",1,2025-05-18 12:13:29,"May 18, 2025, 12:13",0,
"3,630,770","1,776,122",867,"May 18, 2025, 14:35","May 18, 2025, 14:35",1,2025-05-18 12:13:29,"May 18, 2025, 12:13",0,
"3,656,519","1,776,122",753,"Jun 4, 2025, 11:52","Jun 4, 2025, 11:52",1,2025-05-28 14:54:50,"May 28, 2025, 14:54",6,
"3,663,983","1,776,122",590,"Jun 10, 2025, 21:29","Jun 10, 2025, 21:29",1,2025-02-10 16:47:02,"Feb 10, 2025, 16:47",120,4
"3,665,309","1,776,122",713,"Jun 12, 2025, 01:25","Jun 12, 2025, 01:25",1,2025-04-16 17:39:21,"Apr 16, 2025, 17:39",56,3
"3,678,065","1,776,122",570,"Jun 23, 2025, 17:59","Jun 23, 2025, 17:59",1,2025-06-15 15:43:31,"Jun 15, 2025, 15:43",8,
"3,811,175","1,776,122",852,"Oct 15, 2025, 09:29","Oct 15, 2025, 09:29",1,2025-10-15 09:03:07,"Oct 15, 2025, 09:03",0,
"3,836,801","1,776,122",902,"Oct 24, 2025, 10:37","Oct 24, 2025, 10:37",1,2025-10-16 17:37:39,"Oct 16, 2025, 17:37",7,
"3,836,912","1,776,122",899,"Oct 24, 2025, 11:13","Oct 24, 2025, 11:13",1,2025-10-16 17:37:39,"Oct 16, 2025, 17:37",7,
"3,847,220","1,776,122",905,"Oct 28, 2025, 11:42","Oct 28, 2025, 11:42",1,2025-10-28 11:38:32,"Oct 28, 2025, 11:38",0,
"911,798","2,131,303",237,"May 11, 2022, 15:02","Feb 23, 2024, 14:03",3,"2022-04-29 01:43:16,2022-04-29 01:58:41,2022-05-02 17:45:02","May 2, 2022, 17:45",8,
"1,092,105","2,131,303",256,"Aug 6, 2022, 00:31","Mar 4, 2024, 02:40",3,"2022-04-16 05:16:56,2022-04-29 01:49:11,2022-05-29 23:22:39","May 29, 2022, 23:22",68,
"1,119,795","2,131,303",60,"Aug 16, 2022, 12:34","Aug 16, 2022, 12:34",3,"2022-04-01 19:41:16,2022-06-02 22:00:49,2022-07-30 20:14:45","Jul 30, 2022, 20:14",16,
"1,119,855","2,131,303",120,"Aug 16, 2022, 13:00","Aug 16, 2022, 13:00",3,"2022-05-08 21:04:27,2022-06-15 23:23:50,2022-08-16 12:42:48","Aug 16, 2022, 12:42",0,
"1,130,600","2,131,303",261,"Aug 21, 2022, 15:42","Apr 28, 2024, 11:31",1,2022-05-29 23:22:39,"May 29, 2022, 23:22",83,5
"1,145,575","2,131,303",251,"Aug 27, 2022, 13:37","Aug 27, 2022, 13:37",1,2022-05-29 23:22:39,"May 29, 2022, 23:22",89,
"1,360,170","2,131,303",382,"Dec 14, 2022, 13:27","Dec 14, 2022, 13:27",1,2022-10-07 15:16:25,"Oct 7, 2022, 15:16",67,
"1,361,315","2,131,303",387,"Dec 15, 2022, 15:11","Dec 15, 2022, 15:11",1,2022-10-07 15:16:25,"Oct 7, 2022, 15:16",68,5
"1,542,240","2,131,303",570,"Mar 14, 2023, 21:15","Mar 14, 2023, 21:15",2,"2023-02-22 12:18:33,2023-03-04 22:16:28","Mar 4, 2023, 22:16",9,
"1,699,780","2,131,303",600,"May 25, 2023, 16:57","May 25, 2023, 16:57",1,2023-05-15 17:45:42,"May 15, 2023, 17:45",9,
"1,800,765","2,131,303",605,"Jul 25, 2023, 19:40","Jul 25, 2023, 19:40",1,2023-07-10 10:44:37,"Jul 10, 2023, 10:44",15,
"1,800,875","2,131,303",169,"Jul 25, 2023, 20:18","Oct 5, 2023, 14:49",5,"2022-06-04 14:44:03,2022-08-17 20:53:32,2023-01-13 11:20:25,2023-02-14 12:27:51,2023-07-25 19:43:37","Jul 25, 2023, 19:43",0,
"1,849,738","2,131,303",302,"Aug 12, 2023, 20:36","Feb 23, 2024, 08:53",1,2023-08-08 18:18:29,"Aug 8, 2023, 18:18",4,
"1,857,233","2,131,303",317,"Aug 13, 2023, 23:30","Feb 23, 2024, 02:35",1,2023-08-08 18:18:29,"Aug 8, 2023, 18:18",5,
"1,935,778","2,131,303",80,"Aug 28, 2023, 22:31","Aug 28, 2023, 22:31",1,2023-08-08 18:18:29,"Aug 8, 2023, 18:18",20,5
"1,961,933","2,131,303",51,"Sep 6, 2023, 06:26","Sep 6, 2023, 06:26",1,2023-08-08 18:18:29,"Aug 8, 2023, 18:18",28,5
"2,020,173","2,131,303",191,"Sep 19, 2023, 13:10","Sep 19, 2023, 13:10",1,2023-09-11 15:13:48,"Sep 11, 2023, 15:13",7,
"2,112,778","2,131,303",14,"Oct 8, 2023, 05:37","Oct 8, 2023, 05:37",1,2023-08-08 18:18:29,"Aug 8, 2023, 18:18",60,4
"2,178,278","2,131,303",352,"Oct 24, 2023, 08:48","Oct 24, 2023, 08:48",1,2023-08-08 18:18:29,"Aug 8, 2023, 18:18",76,4
"2,200,493","2,131,303",445,"Oct 30, 2023, 12:25","Oct 30, 2023, 12:25",1,2023-08-08 18:18:29,"Aug 8, 2023, 18:18",82,4
"2,296,308","2,131,303",86,"Nov 25, 2023, 00:33","Nov 25, 2023, 00:33",1,2023-11-24 14:53:13,"Nov 24, 2023, 14:53",0,
"2,296,378","2,131,303",177,"Nov 25, 2023, 00:59","Nov 25, 2023, 00:59",1,2023-11-24 14:53:13,"Nov 24, 2023, 14:53",0,
"2,327,598","2,131,303",159,"Nov 30, 2023, 21:04","Nov 30, 2023, 21:04",1,2023-09-11 15:13:48,"Sep 11, 2023, 15:13",80,3
"2,370,353","2,131,303",580,"Dec 16, 2023, 19:45","Dec 16, 2023, 19:45",1,2023-12-11 13:01:58,"Dec 11, 2023, 13:01",5,
"2,439,378","2,131,303",615,"Jan 11, 2024, 15:56","Jan 11, 2024, 15:56",1,2024-01-11 15:07:53,"Jan 11, 2024, 15:07",0,
"2,439,508","2,131,303",620,"Jan 11, 2024, 18:17","Jan 11, 2024, 18:17",1,2024-01-02 15:04:49,"Jan 2, 2024, 15:04",9,
"2,457,078","2,131,303",123,"Jan 27, 2024, 22:00","Feb 29, 2024, 21:03",1,2022-09-09 10:52:37,"Sep 9, 2022, 10:52",505,5
"2,457,733","2,131,303",315,"Jan 28, 2024, 11:34","Mar 4, 2024, 01:05",1,2022-09-09 10:52:37,"Sep 9, 2022, 10:52",506,5
"2,554,568","2,131,303",292,"Feb 24, 2024, 18:56","Apr 6, 2024, 01:53",1,2024-02-12 09:45:27,"Feb 12, 2024, 09:45",12,
"2,647,797","2,131,303",163,"Mar 31, 2024, 14:48","Mar 31, 2024, 14:48",1,2024-02-12 09:45:27,"Feb 12, 2024, 09:45",48,4
"2,685,767","2,131,303",219,"Apr 21, 2024, 16:21","Apr 21, 2024, 16:21",1,2024-02-12 09:45:27,"Feb 12, 2024, 09:45",69,5
"2,691,997","2,131,303",653,"Apr 25, 2024, 07:58","Apr 25, 2024, 07:58",1,2024-01-16 11:09:06,"Jan 16, 2024, 11:09",99,
"2,692,022","2,131,303",145,"Apr 25, 2024, 08:17","Apr 25, 2024, 08:17",1,2022-08-30 09:10:38,"Aug 30, 2022, 09:10",603,
"2,692,042","2,131,303",337,"Apr 25, 2024, 09:01","Apr 25, 2024, 09:01",1,2024-04-24 16:25:44,"Apr 24, 2024, 16:25",0,
"2,700,847","2,131,303",565,"Apr 28, 2024, 14:02","Apr 28, 2024, 14:02",1,2024-04-24 16:21:00,"Apr 24, 2024, 16:21",3,4.5
"2,701,077","2,131,303",403,"Apr 28, 2024, 15:08","Apr 28, 2024, 15:08",1,2024-04-24 16:24:50,"Apr 24, 2024, 16:24",3,5
"2,704,062","2,131,303",610,"Apr 29, 2024, 13:58","Apr 29, 2024, 13:58",1,2023-12-04 10:44:43,"Dec 4, 2023, 10:44",147,5
"2,704,452","2,131,303",663,"Apr 29, 2024, 18:20","Apr 29, 2024, 18:20",1,2024-01-29 11:45:36,"Jan 29, 2024, 11:45",91,5
"2,706,047","2,131,303",342,"Apr 30, 2024, 19:59","Apr 30, 2024, 19:59",1,2024-04-24 16:25:54,"Apr 24, 2024, 16:25",6,5
"2,712,317","2,131,303",195,"May 4, 2024, 18:52","May 4, 2024, 18:52",1,2024-04-24 16:23:37,"Apr 24, 2024, 16:23",10,4
"2,714,802","2,131,303",266,"May 6, 2024, 09:00","May 6, 2024, 09:00",1,2022-12-15 15:23:32,"Dec 15, 2022, 15:23",507,
"2,720,182","2,131,303",480,"May 8, 2024, 13:08","May 8, 2024, 13:08",1,2024-04-24 16:23:56,"Apr 24, 2024, 16:23",13,4
"2,728,292","2,131,303",418,"May 11, 2024, 20:24","May 11, 2024, 20:24",1,2024-04-24 16:25:06,"Apr 24, 2024, 16:25",17,4.5
"2,730,147","2,131,303",165,"May 12, 2024, 23:37","May 12, 2024, 23:37",1,2024-03-29 08:56:03,"Mar 29, 2024, 08:56",44,4.5
"2,741,972","2,131,303",413,"May 17, 2024, 10:52","May 17, 2024, 10:52",1,2024-04-24 16:24:58,"Apr 24, 2024, 16:24",22,5
"2,957,228","2,131,303",697,"Sep 15, 2024, 19:00","Sep 15, 2024, 19:00",1,2024-08-26 19:51:53,"Aug 26, 2024, 19:51",19,5
"3,619,712","2,131,303",862,"May 10, 2025, 12:36","May 10, 2025, 12:36",1,2025-05-10 10:10:16,"May 10, 2025, 10:10",0,
"3,619,724","2,131,303",852,"May 10, 2025, 12:47","May 10, 2025, 12:47",1,2025-05-08 09:16:37,"May 8, 2025, 09:16",2,
"3,654,221","2,131,303",753,"Jun 2, 2025, 16:09","Jun 2, 2025, 16:09",1,2025-05-30 11:10:33,"May 30, 2025, 11:10",3,
"3,654,257","2,131,303",867,"Jun 2, 2025, 16:30","Jun 2, 2025, 16:30",2,"2025-05-10 10:10:40,2025-05-30 11:09:09","May 30, 2025, 11:09",3,
"3,839,933","2,131,303",890,"Oct 25, 2025, 12:22","Oct 25, 2025, 12:22",1,2025-10-11 11:33:29,"Oct 11, 2025, 11:33",14,
